system:index,date,distance_to_water,elevation,rainfall_mm,soil_texture,water_occurrence,water_seasonality,.geo
0,2023-07-08,1000,474.71935240253583,174.07707543198669,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,2023-07-09,1000,474.71935240253583,130.13906923878662,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,2023-07-10,1000,474.71935240253583,97.60876970993881,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,2023-07-11,1000,474.71935240253583,0.5238896310159594,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,2023-07-12,1000,474.71935240253583,7.055955107448681,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,2023-07-13,1000,474.71935240253583,4.0669178431064,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,2023-07-14,1000,474.71935240253583,10.696970080887743,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,2023-07-15,1000,474.71935240253583,18.40915767976849,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,2023-07-16,1000,474.71935240253583,16.578020503313198,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,2023-07-17,1000,474.71935240253583,8.878579385573108,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,2023-07-18,1000,474.71935240253583,19.675510609975134,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,2023-07-19,1000,474.71935240253583,11.831114780148493,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,2023-07-20,1000,474.71935240253583,2.910060655640665,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,2023-07-21,1000,474.71935240253583,36.550456246501724,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,2023-07-22,1000,474.71935240253583,66.9384116361817,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,2023-07-23,1000,474.71935240253583,5.117127929096939,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,2023-07-24,1000,474.71935240253583,9.064593726149816,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,2023-07-25,1000,474.71935240253583,26.27058630527068,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,2023-07-26,1000,474.71935240253583,9.446346093657166,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,2023-07-27,1000,474.71935240253583,7.669482411108902,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,2023-07-28,1000,474.71935240253583,21.31505003326232,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,2023-07-29,1000,474.71935240253583,1.7287320101803054,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,2023-07-30,1000,474.71935240253583,4.4431351458961705,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,2023-07-31,1000,474.71935240253583,2.550801300373298,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,2023-08-01,1000,474.71935240253583,3.070325226337121,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,2023-08-02,1000,474.71935240253583,20.5560642691575,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,2023-08-03,1000,474.71935240253583,1.5438879970378205,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,2023-08-04,1000,474.71935240253583,11.567539478697372,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,2023-08-05,1000,474.71935240253583,5.422201191178771,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,2023-08-06,1000,474.71935240253583,27.021669592394304,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,2023-08-07,1000,474.71935240253583,5.046569612167826,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,2023-08-08,1000,474.71935240253583,3.171064164575815,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,2023-08-09,1000,474.71935240253583,5.345211084391394,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,2023-08-10,1000,474.71935240253583,80.2332817816853,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,2023-08-11,1000,474.71935240253583,35.1308187759976,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,2023-08-12,1000,474.71935240253583,10.20304234065898,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,2023-08-13,1000,474.71935240253583,39.83287401185132,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,2023-08-14,1000,474.71935240253583,12.150388176635191,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
