system:index,date,distance_to_water,elevation,rainfall_mm,soil_texture,water_occurrence,water_seasonality,.geo
0,2023-07-09,1000,222.12862073666935,91.22311631100034,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,2023-07-10,1000,222.12862073666935,21.945416962310652,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,2023-07-11,1000,222.12862073666935,6.085078229331001,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,2023-07-12,1000,222.12862073666935,1.139683977424796,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,2023-07-13,1000,222.12862073666935,3.8035316701616506,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,2023-07-14,1000,222.12862073666935,3.656286298270194,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,2023-07-15,1000,222.12862073666935,25.494102593627762,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,2023-07-16,1000,222.12862073666935,8.070641272015118,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,2023-07-17,1000,222.12862073666935,5.696368679649439,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,2023-07-18,1000,222.12862073666935,24.966324487102955,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,2023-07-19,1000,222.12862073666935,0.1732155908014082,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,2023-07-20,1000,222.12862073666935,0.054963965521433594,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,2023-07-21,1000,222.12862073666935,0.1098308865619687,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,2023-07-22,1000,222.12862073666935,1.5949849113834167,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,2023-07-23,1000,222.12862073666935,0.17771682088193672,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,2023-07-24,1000,222.12862073666935,1.3750305399709637,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,2023-07-25,1000,222.12862073666935,24.58409661212662,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,2023-07-26,1000,222.12862073666935,55.43646125134411,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,2023-07-27,1000,222.12862073666935,6.388102715749029,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,2023-07-28,1000,222.12862073666935,79.87514680941425,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,2023-07-29,1000,222.12862073666935,2.163390011744369,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,2023-07-30,1000,222.12862073666935,0.4793707150942656,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,2023-07-31,1000,222.12862073666935,0.0,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
