system:index,date,distance_to_water,elevation,rainfall_mm,soil_texture,water_occurrence,water_seasonality,.geo
0,2021-11-01,1000,13.450581990089468,110.03165591205055,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,2021-11-02,1000,13.450581990089468,70.61538517065165,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,2021-11-03,1000,13.450581990089468,100.40109815451608,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,2021-11-04,1000,13.450581990089468,68.98934950602373,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,2021-11-05,1000,13.450581990089468,21.086480718219107,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,2021-11-06,1000,13.450581990089468,49.66222278474052,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,2021-11-07,1000,13.450581990089468,72.79885343881428,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,2021-11-08,1000,13.450581990089468,95.56883286850089,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,2021-11-09,1000,13.450581990089468,31.67192072469329,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,2021-11-10,1000,13.450581990089468,214.48794472790195,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,2021-11-11,1000,13.450581990089468,35.79181258436801,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,2021-11-12,1000,13.450581990089468,2.299933192042242,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,2021-11-13,1000,13.450581990089468,1.5693165606285584,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,2021-11-14,1000,13.450581990089468,2.499926084783704,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,2021-11-15,1000,13.450581990089468,20.54259793535123,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,2021-11-16,1000,13.450581990089468,3.5164169560072125,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,2021-11-17,1000,13.450581990089468,59.90007355371692,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,2021-11-18,1000,13.450581990089468,43.642251317501945,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,2021-11-19,1000,13.450581990089468,12.238573483921998,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,2021-11-20,1000,13.450581990089468,34.18371866076123,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,2021-11-21,1000,13.450581990089468,2.3317109185596694,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,2021-11-22,1000,13.450581990089468,16.57255419513975,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,2021-11-23,1000,13.450581990089468,0.0,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,2021-11-24,1000,13.450581990089468,0.6718402583080212,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,2021-11-25,1000,13.450581990089468,46.52361297012697,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,2021-11-26,1000,13.450581990089468,122.06672722920689,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,2021-11-27,1000,13.450581990089468,85.19028085386495,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,2021-11-28,1000,13.450581990089468,54.988322301190834,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,2021-11-29,1000,13.450581990089468,18.016058293582578,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,2021-11-30,1000,13.450581990089468,1.07673407202372,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,2021-12-01,1000,13.450581990089468,0.2240781595409738,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,2021-12-02,1000,13.450581990089468,0.3414465529091922,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,2021-12-03,1000,13.450581990089468,0.7125611640070855,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,2021-12-04,1000,13.450581990089468,0.1344375704410344,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,2021-12-05,1000,13.450581990089468,0.0,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,2021-12-06,1000,13.450581990089468,8.143051502812524E-4,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,2021-12-07,1000,13.450581990089468,0.07592140005761605,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,2021-12-08,1000,13.450581990089468,0.578626545072744,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,2021-12-09,1000,13.450581990089468,0.10120460594244952,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,2021-12-10,1000,13.450581990089468,1.085690788722833,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,2021-12-11,1000,13.450581990089468,0.41877416134624346,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,2021-12-12,1000,13.450581990089468,0.46831669821313493,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,2021-12-13,1000,13.450581990089468,0.2836446602696346,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,2021-12-14,1000,13.450581990089468,1.013321322770235,4,0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
